Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ofav\Ofav_Nut_Plate19.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-10-26 15:05:48 PM EDT,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
A1,NTC,Ofav,UNKNOWN,SYBR,None,32.8041763306,32.5377120972,0.376837343,,,,0,0.02,1,3,30,,N,N,N
A2,+,C,UNKNOWN,VIC,NFQ-MGB,14.382900238,14.291264534,0.1295924485,,,,0,0.02,1,3,12,,N,N,N
A2,+,D,UNKNOWN,FAM,NFQ-MGB,9.7254657745,9.6869487762,0.0544719361,,,,0,0.02,1,3,7,,N,N,N
A3,Sample 7,Ofav,UNKNOWN,SYBR,None,27.4861507416,27.5389709473,0.0746977031,,,,0,0.02,1,3,25,,N,N,N
A4,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
A4,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,23.8181381226,23.8113441467,0.0096081328,,,,0,0.02,1,3,22,,N,Y,Y
A5,Sample 7,Ofav,UNKNOWN,SYBR,None,27.5917892456,27.5389709473,0.0746977031,,,,0,0.02,1,3,25,,N,N,N
A6,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
A6,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,23.8045501709,23.8113441467,0.0096081328,,,,0,0.02,1,3,22,,N,Y,Y
A7,Sample 15,Ofav,UNKNOWN,SYBR,None,22.653968811,22.6396961212,0.0201846324,,,,0,0.02,1,3,20,,N,N,N
