Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ofav\Ofav_Nut_Plate24b.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-10-26 11:41:21 AM EDT,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
A1,NTC,Ofav,UNKNOWN,SYBR,None,31.2264499664,31.046787262,0.2540800869,,,,0,0.02,1,3,29,,N,N,N
A2,NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A2,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A3,NTC,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
A4,Sample 7,Ofav,UNKNOWN,SYBR,None,22.8521633148,22.7284049988,0.1750193387,,,,0,0.02,1,3,21,,N,N,N
A5,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.4331741333,,,,,0,0.02,1,3,39,,N,Y,Y
A5,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,27.2174949646,27.2308387756,0.0188696496,,,,0,0.02,1,3,25,,N,Y,Y
A6,Sample 7,B,UNKNOWN,FAM,NFQ-MGB,29.2053146362,29.0489711761,0.2211030424,,,,0,0.02,1,3,27,,N,N,N
A7,Sample 7,Ofav,UNKNOWN,SYBR,None,22.6046485901,22.7284049988,0.1750193387,,,,0,0.02,1,3,21,,N,N,N
A8,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,34.4331741333,34.4331741333,,,,,0,0.02,1,3,29,,N,N,N
A8,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,27.2441806793,27.2308387756,0.0188696496,,,,0,0.02,1,3,25,,N,N,N
A9,Sample 7,B,UNKNOWN,FAM,NFQ-MGB,28.8926277161,29.0489711761,0.2211030424,,,,0,0.02,1,3,27,,N,N,N
A10,NTC,Ofav,UNKNOWN,SYBR,None,30.8671264648,31.046787262,0.2540800869,,,,0,0.02,1,3,29,,N,N,N
A11,NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
A11,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
A12,NTC,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
