Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ofav\Ofav_Nut_Plate21.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-10-24 12:23:08 PM EDT,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
A1,NTC,Ofav,UNKNOWN,SYBR,None,31.149389267,29.9617004395,1.6796469688,,,,0,0.02,1,3,28,,Y,N,N
A2,NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A2,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A3,NTC,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A4,Sample 7,Ofav,UNKNOWN,SYBR,None,21.6144313812,21.5229606628,0.1293604821,,,,0,0.02,1,3,19,,N,N,N
A5,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,39.6056518555,39.6056518555,,,,,0,0.02,1,3,38,,Y,N,Y
A5,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,30.7217674255,31.4541931152,1.0358062983,,,,0,0.02,1,3,29,,Y,N,Y
A6,Sample 7,B,UNKNOWN,FAM,NFQ-MGB,28.1282558441,27.9972229004,0.1853085607,,,,0,0.02,1,3,26,,N,N,N
A7,Sample 7,Ofav,UNKNOWN,SYBR,None,21.4314880371,21.5229606628,0.1293604821,,,,0,0.02,1,3,19,,N,N,N
A8,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,39.6056518555,,,,,0,0.02,1,3,34,,Y,N,N
A8,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,32.1866188049,31.4541931152,1.0358062983,,,,0,0.02,1,3,30,,Y,N,N
