Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ofav\Ofav_Nut_Plate16.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-05-07 19:17:58 PM EDT,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
A1,NTC,Ofav,UNKNOWN,SYBR,None,16.698890686,24.3263435364,10.7868490219,,,,0,0.02,1,3,39,,Y,N,Y
A2,NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
A2,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
A3,NTC,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A4,Sample 7,Ofav,UNKNOWN,SYBR,None,24.5225944519,24.5279941559,0.0076363347,,,,0,0.02,1,3,22,,N,N,N
A5,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,38.7274398804,38.7274398804,,,,,0,0.02,1,3,34,,N,N,N
A5,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,32.2074546814,32.238910675,0.0444854945,,,,0,0.02,1,3,30,,N,N,N
A6,Sample 7,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A7,Sample 7,Ofav,UNKNOWN,SYBR,None,24.5333938599,24.5279941559,0.0076363347,,,,0,0.02,1,3,23,,N,N,N
A8,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,38.7274398804,,,,,0,0.02,1,3,39,,N,N,Y
A8,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,32.2703666687,32.238910675,0.0444854945,,,,0,0.02,1,3,30,,N,N,Y
A9,Sample 7,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A10,NTC,Ofav,UNKNOWN,SYBR,None,31.9537982941,24.3263435364,10.7868490219,,,,0,0.02,1,3,31,,Y,N,N
A11,NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
A11,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
A12,NTC,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
B1,Sample 1,Ofav,UNKNOWN,SYBR,None,21.4909706116,21.5449562073,0.0763485134,,,,0,0.02,1,3,20,,N,N,N
B2,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,Y,Y,Y
B2,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,32.4151535034,33.1187362671,0.995018959,,,,0,0.02,1,3,30,,Y,Y,Y
B3,Sample 1,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
B4,Sample 1,Ofav,UNKNOWN,SYBR,None,21.5989437103,21.5449562073,0.0763485134,,,,0,0.02,1,3,20,,N,N,N
B5,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,Y,Y,Y
B5,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,33.8223228455,33.1187362671,0.995018959,,,,0,0.02,1,3,32,,Y,Y,Y
B6,Sample 1,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
