Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ofav\Ofav_Nut_Plate29.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-10-30 11:20:24 AM EDT,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
A1,NTC,Ofav,UNKNOWN,SYBR,None,36.1165542603,33.5230178833,3.6678171158,,,,0,0.02,1,3,34,,Y,N,N
A2,+,C,UNKNOWN,VIC,NFQ-MGB,14.2538719177,14.3346538544,0.1142422333,,,,0,0.02,1,3,11,,N,N,N
A2,+,D,UNKNOWN,FAM,NFQ-MGB,9.9363851547,9.8727645874,0.0899723917,,,,0,0.02,1,3,7,,N,N,N
A3,Sample 7,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A4,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,33.2395133972,,,,,0,0.02,1,3,39,,N,Y,Y
A4,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,25.9999275208,25.9020881653,0.1383643895,,,,0,0.02,1,3,24,,N,Y,Y
A5,Sample 7,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A6,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,33.2395133972,33.2395133972,,,,,0,0.02,1,3,28,,N,N,N
A6,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,25.8042507172,25.9020881653,0.1383643895,,,,0,0.02,1,3,24,,N,N,N
A7,Sample 15,Ofav,UNKNOWN,SYBR,None,23.7189865112,23.2241859436,0.699755013,,,,0,0.02,1,3,22,,Y,N,N
A8,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,33.9562416077,33.3515853882,0.8551130295,,,,0,0.02,1,3,28,,Y,N,N
A8,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,26.5507335663,26.4751358032,0.1069127321,,,,0,0.02,1,3,25,,Y,N,N
A9,Sample 15,Ofav,UNKNOWN,SYBR,None,22.7293834686,23.2241859436,0.699755013,,,,0,0.02,1,3,21,,Y,N,N
A10,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,32.7469291687,33.3515853882,0.8551130295,,,,0,0.02,1,3,29,,Y,N,N
A10,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,26.3995361328,26.4751358032,0.1069127321,,,,0,0.02,1,3,24,,Y,N,N
