Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\2017_Nutrients\Ofav\Ofav_Nut_Plate10b.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2018-05-30 16:00:49 PM EDT,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
A1,NTC,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A2,NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A2,NTC,D,UNKNOWN,FAM,NFQ-MGB,38.4640579224,38.4640579224,,,,,0,0.02,1,3,35,,N,N,Y
A3,NTC,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,Y,Y
A4,Sample 7,Ofav,UNKNOWN,SYBR,None,20.3302192688,20.3852729797,0.077857703,,,,0,0.02,1,3,18,,N,N,N
A5,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A5,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,24.6566410065,24.7741584778,0.1661934555,,,,0,0.02,1,3,23,,N,N,Y
A6,Sample 7,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A7,Sample 7,Ofav,UNKNOWN,SYBR,None,20.4403266907,20.3852729797,0.077857703,,,,0,0.02,1,3,18,,N,N,N
A8,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A8,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,24.8916740417,24.7741584778,0.1661934555,,,,0,0.02,1,3,23,,N,N,Y
A9,Sample 7,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A10,NTC,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A11,NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
A11,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,38.4640579224,,,,,0,0.02,1,3,39,,N,N,Y
A12,NTC,B,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
B1,Sample 1,Ofav,UNKNOWN,SYBR,None,20.2057094574,19.9891662598,0.3062369823,,,,0,0.02,1,3,17,,N,N,N
B2,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
B2,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,26.1621456146,26.2285175323,0.0938640684,,,,0,0.02,1,3,24,,N,N,Y
B3,Sample 1,B,UNKNOWN,FAM,NFQ-MGB,34.5733566284,34.650138855,0.1085864678,,,,0,0.02,1,3,33,,N,N,N
B4,Sample 1,Ofav,UNKNOWN,SYBR,None,19.7726249695,19.9891662598,0.3062369823,,,,0,0.02,1,3,18,,N,N,N
B5,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.02,1,3,39,,N,N,Y
B5,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,26.2948894501,26.2285175323,0.0938640684,,,,0,0.02,1,3,24,,N,N,Y
