E:\Acer_Nutrients_Plate31.eds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer_Nutrients_Plate31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-03 10:24:25 AM PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard Curve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      172310454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172310454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuantStudio™ 3 System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stage2, Step2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well,Omit,Sample Name,Target Name,Task,Reporter,Quencher,C_,Ct Mean,Ct SD,Quantity,Quantity Mean,Quantity SD,Y-Intercept,R(superscript 2),Slope,Efficiency,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Amp Status,Comments,Cq Conf,CQCONF,MTP,EXPFAIL,HIGHSD,Tm1,Tm2,Tm3,Tm4
A1,0,NTC,Acer,UNKNOWN,SYBR,None,24.785,24.785,,,,,,,,,0,0.200,1,3,20,Amp,,0.994,N,N,N,N,74.451,,,
A2,0,+,A,UNKNOWN,SYBR,None,21.931,21.815,0.164,,,,,,,,0,0.200,1,3,17,Amp,,0.989,N,N,N,N,85.511,,,
A11,0,+,Acer,UNKNOWN,SYBR,None,21.839,22.012,0.244,,,,,,,,0,0.200,1,3,17,Amp,,0.994,N,N,N,N,74.451,,,
A12,0,NTC,A,UNKNOWN,SYBR,None,23.343,31.409,11.407,,,,,,,,0,0.200,1,3,19,Amp,,0.988,N,N,N,Y,85.658,,,
B1,0,Sample 1,Acer,UNKNOWN,SYBR,None,22.354,22.365,0.015,,,,,,,,0,0.200,1,3,17,Amp,,0.996,N,N,N,N,74.156,,,
B2,0,Sample 1,A,UNKNOWN,SYBR,None,23.104,23.132,0.040,,,,,,,,0,0.200,1,3,17,Amp,,0.956,N,N,N,N,85.511,,,
B3,0,Sample 1,Acer,UNKNOWN,SYBR,None,22.376,22.365,0.015,,,,,,,,0,0.200,1,3,18,Amp,,0.997,N,N,N,N,74.451,,,
B4,0,Sample 1,A,UNKNOWN,SYBR,None,23.161,23.132,0.040,,,,,,,,0,0.200,1,3,17,Amp,,0.986,N,N,N,N,85.658,,,
